market,state,avg_price_spread_ratio,avg_composite_risk,n_commodities,market_instability_index,market_rank
Gaddiannaram,Telangana,1.5597196488837357,0.21343253032892637,16,1.021204801461812,1
Chickkaballapura,Karnataka,1.4586206896551723,0.31516401134465166,1,1.0012380183309642,2
Mangal Wedha,Maharashtra,1.35,0.346086574840856,1,0.9484346299363424,3
Pimpalgaon,Maharashtra,1.20350822461713,0.3439245823528377,2,0.8596747677114132,4
Thiruvaniyoor  VFPCK,Kerala,1.1767715851318996,0.29892338411277825,5,0.8256323047242511,5
Kalapipal(F&V),Madhya Pradesh,1.010436332870977,0.5021594012676164,2,0.8071255602296327,6
Thazhakkara  VFPCK,Kerala,1.123395111469245,0.29349797614847684,3,0.7914362573409378,7
Vijapur(veg),Gujarat,1.0451298701298701,0.2998613710717291,4,0.7470224705066136,8
Parala,Himachal Pradesh,1.0384615384615383,0.27513968446363735,2,0.733132796862378,9
Kullu(Patli Kuhal),Himachal Pradesh,1.0,0.3133878332433688,1,0.7253551332973475,10
Yeola,Maharashtra,0.9771428571428572,0.346086574840856,1,0.7247203442220567,11
Davangere,Karnataka,0.9635416666666667,0.3450788369242008,2,0.7161565347696803,12
Kolhapur,Maharashtra,0.9672500173358298,0.30359493660406656,10,0.7017879850431246,13
Mehndli,Himachal Pradesh,0.9833333333333334,0.27513968446363735,2,0.700055873785455,14
Rahama,Odisha,0.9713541666666667,0.2591012480398296,4,0.686452999215932,15
Daloda,Madhya Pradesh,0.8758013285024155,0.36934342498953104,2,0.6732181670972618,16
Mehar,Madhya Pradesh,1.03,0.12109335102231997,1,0.666437340408928,17
Shajapur,Madhya Pradesh,0.8010130778491028,0.4501351257920296,2,0.6606618970262735,18
Karuvannur VFPCK,Kerala,0.875,0.32380593235892624,1,0.6545223729435705,19
Srinivasapur,Karnataka,0.8747656542932134,0.31516401134465166,1,0.6509249971137887,20
Azadpur,NCT of Delhi,0.8993871493381572,0.27764941836118273,2,0.6506920569473674,21
Sarangpur(F&V),Madhya Pradesh,0.8781801531801532,0.28327484620203236,7,0.6402180303889048,22
Gadarwada,Madhya Pradesh,0.9716981132075472,0.12109335102231997,1,0.6314562083334563,23
Chandvad,Maharashtra,0.8016172506738545,0.346086574840856,1,0.619404980340655,24
Dumal,Odisha,0.8333333333333334,0.29405834090350635,1,0.6176233363614025,25
Bandrol,Himachal Pradesh,0.8386724386724387,0.28147218736374335,7,0.6157923381489605,26
"Sangli(Phale, Bhajipura Market)",Maharashtra,0.7907910271546634,0.3229855712491704,11,0.6036688447924662,27
Ambala City(Subji Mandi),Haryana,0.7916666666666666,0.3133878332433688,1,0.6003551332973475,28
Mumbai,Maharashtra,0.7,0.42744592020853256,2,0.5909783680834131,29
Manmad,Maharashtra,0.7531506849315068,0.346086574840856,1,0.5903250408952465,30
Jodhpur (F&V),Rajasthan,0.7633400467625067,0.3220536635160578,11,0.5868254934639271,31
Talalagir,Gujarat,0.7833333333333333,0.26347472831906604,5,0.5753898913276264,32
Ludhiana,Punjab,0.7476781680130963,0.29114516141676705,33,0.5650649653745645,33
Mangaon,Maharashtra,0.8285714285714286,0.10561192994428008,1,0.5393876291205693,34
Pramadom VFPCK,Kerala,0.6808353808353809,0.2990461229857277,2,0.5281196776955196,35
Nasik,Maharashtra,0.7257275132275133,0.22112126412459085,9,0.5238850135863443,36
Ahmedabad,Gujarat,0.6487179487179487,0.31692989645434066,2,0.5160027278125054,37
Mezhuveli  VFPCK,Kerala,0.6551238738738738,0.2980724869910786,2,0.5123033191207557,38
Pune,Maharashtra,0.701799570616729,0.22178935040492717,61,0.5097954825320083,39
Chintamani,Karnataka,0.6906379928315413,0.22681090605460946,15,0.5051071581207685,40
Dahod(Veg. Market),Gujarat,0.6469067969067969,0.29136762366008623,24,0.5046911276081125,41
Mandi(Takoli),Himachal Pradesh,0.6382455566781392,0.3011040919147312,11,0.503388970772776,42
Nagina,Uttar Pradesh,0.625,0.3133878332433688,1,0.5003551332973475,43
Ankleshwar,Gujarat,0.6302721088435375,0.3039659129706906,14,0.49974963049439874,44
Gudimalkapur,Telangana,0.6513034188034188,0.2537598753108443,26,0.492286001406389,45
Naraingarh,Haryana,0.621894632166175,0.2778095275695852,24,0.4842605903275391,46
Banur,Punjab,0.5894975777384066,0.3192323245287575,18,0.48139147645454694,47
Lasalgaon(Vinchur),Maharashtra,0.5714285714285714,0.346086574840856,1,0.48129177279348523,48
Theni(Uzhavar Sandhai ),Tamil Nadu,0.6287446026417317,0.25447045139352575,55,0.4790349421424493,49
Surat,Gujarat,0.6306091005428335,0.2500364722722141,39,0.4783800492345857,50
Jalandhar City(Jalandhar),Punjab,0.6074756644577803,0.28014085518783105,36,0.4765417407498006,51
Bagepalli,Karnataka,0.5872215986736212,0.301653018074647,7,0.4729941664340315,52
Gurgaon,Haryana,0.5703703703703703,0.2994464798910607,9,0.46200081417864647,53
Chamaraj Nagar,Karnataka,0.6107008459949635,0.2346651001362232,11,0.4602865476514674,54
Keshopur,NCT of Delhi,0.5768488609717818,0.28093231433897414,13,0.4584822423186587,55
Gondal(Veg.market Gondal),Gujarat,0.5607459144384326,0.27836614792951014,13,0.4477940078348636,56
Chattrapati Sambhajinagar,Maharashtra,0.5517375658460301,0.28937583335750616,28,0.4467928728506205,57
Gadwal,Telangana,0.6884994287420018,0.08343318699465294,2,0.4464729320430622,58
Gonikappal,Karnataka,0.43422,0.463446435362801,1,0.44591057414512036,59
Rajkot(Veg.Sub Yard),Gujarat,0.5184875832897031,0.3233575550731362,11,0.44043557200307637,60
Panipat,Haryana,0.5366975072857426,0.2932558514696217,7,0.43932084495929424,61
Piplya,Madhya Pradesh,0.4098330355856452,0.46563969255781296,2,0.4321556983745123,62
Badnawar,Madhya Pradesh,0.5474662188416778,0.2572642796253847,4,0.4313854431551606,63
Ratia,Haryana,0.5052334176454962,0.30601149352521173,7,0.4255446479973824,64
Khed,Maharashtra,0.5298500881834216,0.25720993395403,9,0.420794026491665,65
Ahmedabad(Chimanbhai Patal Market Vasana),Gujarat,0.4631081769391813,0.35599128406145175,2,0.4202614197880895,66
Indore,Madhya Pradesh,0.5579060913925475,0.20904358672688594,7,0.4183610895262829,67
Sailana,Madhya Pradesh,0.4548974008207934,0.36159114160663935,3,0.41757489713513174,68
"Kalol(Veg,Market,Kalol)",Gujarat,0.5112275132275133,0.2515288022232959,15,0.40734802882582627,69
Jawra(F&V),Madhya Pradesh,0.4922619047619048,0.27577457822631896,8,0.40566697414767044,70
Khanna,Punjab,0.47885828441384,0.2858012054540541,27,0.40163545282992563,71
Bhuntar,Himachal Pradesh,0.48583384072995434,0.27063092654106413,28,0.39975267505439827,72
Mumbai- Fruit Market,Maharashtra,0.5121600621600622,0.2285265818830286,11,0.3987066700492487,73
Palamaner,Andhra Pradesh,0.4737836438923395,0.28283027548099965,8,0.39740229652780357,74
Madanapalli,Andhra Pradesh,0.4444444444444444,0.31516401134465166,1,0.39273227120452736,75
"New Grain Market(main), Karnal",Haryana,0.46278130632993447,0.2821526754421767,15,0.39052985397483136,76
Jaipur (F&V),Rajasthan,0.47133566250940767,0.26858116076482846,28,0.390233861811576,77
Rajgarh,Madhya Pradesh,0.5909090909090909,0.08045462228468535,1,0.3867273034593287,78
Nabha,Punjab,0.4449563052758126,0.2975706587536924,22,0.38600204666696447,79
Roorkee,Uttrakhand,0.43333333333333335,0.31110165782977534,3,0.38444066313191017,80
Mahuva(Station Road),Gujarat,0.5370997118142701,0.1552842879716596,10,0.38437354227722587,81
Ratnagiri (Nachane),Maharashtra,0.4509914091899386,0.28245930823260484,12,0.3835785688070051,82
Rampuraphul(Nabha Mandi),Punjab,0.4396825396825397,0.2960251843238741,8,0.3822195975390734,83
Kullu(Chauri Bihal),Himachal Pradesh,0.4515101674641148,0.27419985023220417,8,0.38058604057135054,84
Nimapara,Odisha,0.4222222222222222,0.3128764502868242,2,0.378483913448063,85
Thanesar,Haryana,0.4451828085745483,0.27688305412863107,37,0.3778629067961814,86
Gohana,Haryana,0.4460343228200371,0.2656271942563786,14,0.37387147139457366,87
Mayabandar,Andaman and Nicobar,0.43423520923520925,0.27635808804323975,12,0.37108436075842144,88
Bhopal,Madhya Pradesh,0.4147577386564409,0.30146669396055953,4,0.36944132077808833,89
Kovilnada  VFPCK,Kerala,0.4,0.3132531176252411,1,0.3653012470500965,90
Mandi(Mandi),Himachal Pradesh,0.4138474219571368,0.2875266551768541,33,0.3633191152450237,91
Madanganj Kishangarh,Rajasthan,0.47390400293520135,0.19618115690822407,5,0.3628148645244104,92
Kadakkal  VFPCK,Kerala,0.43101615646258506,0.25402114696390965,1,0.36021815266311485,93
Nashik(Devlali),Maharashtra,0.44581895848797715,0.23057438050594173,4,0.3597211272951629,94
Rajpipla,Gujarat,0.4265873015873015,0.25402114696390965,1,0.3575608397379447,95
Malerkotla,Punjab,0.4225546939832654,0.2585184677556118,21,0.35694020349220396,96
Shahzadpur,Haryana,0.39397435897435895,0.2915945293317186,13,0.3530224271173028,97
Sri Har Gobindpur(Harechowal),Punjab,0.4,0.27565418311739665,1,0.35026167324695867,98
Aluva,Kerala,0.380799677936652,0.3037651659114984,26,0.3499858731265905,99
Jagadhri,Haryana,0.3790212373825297,0.3037299040934918,15,0.34890470406691454,100
Murbad,Maharashtra,0.4,0.27187071188425194,1,0.3487482847537008,101
Khammam,Telangana,0.4325234026052408,0.207486004532629,3,0.34250844337619607,102
Sohna,Haryana,0.37333333333333335,0.29318827080735815,7,0.3412753083229433,103
Kamthi,Maharashtra,0.3751488095238095,0.2882377175692827,16,0.3403843727419988,104
Badnagar,Madhya Pradesh,0.45847766641819426,0.1593243794644162,4,0.338816351636683,105
Patran,Punjab,0.3873342491815073,0.2650463683392085,26,0.33841909684458776,106
Morbi,Gujarat,0.4160491090718744,0.22035145764744604,17,0.33777004850210307,107
Laxmeshwar,Karnataka,0.4900928366409184,0.10464133992544777,15,0.3359122379547302,108
Madikeri,Karnataka,0.25,0.463446435362801,1,0.3353785741451204,109
Anandapur,Odisha,0.4,0.23470883252810626,1,0.3338835330112425,110
Suryapeta,Telangana,0.4893380044182512,0.10031409807686435,5,0.3337284418816965,111
Nadiad,Gujarat,0.32692307692307687,0.3405300023133496,2,0.332365847079186,112
Mahboob Manison,Telangana,0.3542525894131419,0.2992574253381888,15,0.33225452378316067,113
Garh Shankar,Punjab,0.33819469580339145,0.32280467874613017,18,0.33203868898048694,114
Sirsa,Haryana,0.3542621635189886,0.29869530410269235,11,0.3320354197524701,115
Jetpur(Dist.Rajkot),Gujarat,0.4175703673569168,0.2031064862776013,7,0.33178481492519063,116
Ramanagara,Karnataka,0.3836469086469086,0.24798369863478661,21,0.3293816246420598,117
Fazilka,Punjab,0.32636844636844636,0.3316097092798605,15,0.32846495153301203,118
Bilimora,Gujarat,0.3485221674876847,0.29816337348948324,9,0.32837864988840415,119
Kothamangalam,Kerala,0.3496997858108969,0.29602002149552187,26,0.3282278800847469,120
GarhShankar (Kotfatuhi),Punjab,0.3237433862433862,0.32087387609355,6,0.32259558218345175,121
Khambhat(Veg Yard Khambhat),Gujarat,0.34133203960790165,0.2907349299492996,6,0.3210931957444608,122
Vashi New Mumbai,Maharashtra,0.2962962962962963,0.35599128406145175,2,0.3201742914023584,123
Kattampak  VFPCK,Kerala,0.34750000000000003,0.27834399804325216,2,0.31983759921730087,124
Navsari,Gujarat,0.3498829120140838,0.27006449580548064,17,0.31795554553064254,125
Ammoor,Tamil Nadu,0.472636815920398,0.08496534601510954,1,0.3175682279582826,126
Shimla,Himachal Pradesh,0.3456645282714362,0.27444166424418276,32,0.3171753826605348,127
Lasalgaon,Maharashtra,0.2958441558441558,0.346086574840856,1,0.31594112344283587,128
Khurai(F&V),Madhya Pradesh,0.3196796766918718,0.3097954959976567,8,0.31572600441418575,129
Satara,Maharashtra,0.3208384208384208,0.30761163955554666,6,0.3155477083252711,130
Angamaly,Kerala,0.32912017669234356,0.294467761685991,26,0.31525921068980256,131
Kapadvanj,Gujarat,0.3554793595116175,0.24330944120983064,9,0.3106113921909027,132
Amrawati(Frui & Veg. Market),Maharashtra,0.3117368833210413,0.30103749114191175,23,0.3074571264493895,133
Thrippunithura,Kerala,0.31693681162349163,0.28636410914230825,32,0.3047077306310183,134
Sonepat(Kharkhoda),Haryana,0.2955388471177945,0.3174599728571783,5,0.304307297413548,135
Itarsi,Madhya Pradesh,0.4132638643588838,0.13882915600710571,2,0.30348998101817254,136
Ropar,Punjab,0.24658159560120346,0.38707310573536025,9,0.3027781996548662,137
Pampady,Kerala,0.30937070771972885,0.2921399992350518,26,0.30247842432585803,138
Chikli(Khorgam),Gujarat,0.36680911680911676,0.2014285897817032,4,0.3006569059981513,139
Arasikere,Karnataka,0.39359250762019554,0.1607491389464255,5,0.3004551601506875,140
Sanawad(F&V),Madhya Pradesh,0.30317460317460315,0.29555428581135723,7,0.3001264762293048,141
Pune(Khadiki),Maharashtra,0.3253136515805572,0.26230853951462363,19,0.3001116067541838,142
Una,Himachal Pradesh,0.3019240708945127,0.29434042045105674,28,0.2988906107171303,143
Thamarassery,Kerala,0.2863450551663508,0.3156588794312875,23,0.29807058487232546,144
"Anand(Veg,Yard,Anand)",Gujarat,0.3061539264828738,0.28535757236650827,10,0.2978353848363276,145
Kurawar,Madhya Pradesh,0.4456643074292228,0.07603793694493094,2,0.29781375923550607,146
Kanakapura,Karnataka,0.2857142857142857,0.31516401134465166,1,0.2974941759664321,147
Pala,Kerala,0.2950959343865123,0.28917522124689493,16,0.2927276491306654,148
Muriyad  VFPCK,Kerala,0.31805555555555554,0.25402114696390965,1,0.2924417921188972,149
Vikasnagar,Uttrakhand,0.3101851851851852,0.26283905594309054,10,0.2912467334883473,150
Nooluvally  VFPCK,Kerala,0.27455929513854216,0.31321743350750103,3,0.2900225504861257,151
Mattathur VFPCK,Kerala,0.26513888888888887,0.32110882908663163,2,0.28752686496798596,152
Jodhpur(F&V)(Paota),Rajasthan,0.2973728262522548,0.2666662359058479,21,0.2850901901136921,153
Harda,Madhya Pradesh,0.3972025447870822,0.1156219046894365,8,0.2845702887480239,154
Bilaspur,Himachal Pradesh,0.2801695745855924,0.2882732042887322,5,0.2834110264668483,155
Padappai(Uzhavar Sandhai ),Tamil Nadu,0.29426306717973383,0.2632731774476176,36,0.28186711128688735,156
Mukerian,Punjab,0.2843922908000489,0.26616561093177615,17,0.27710161885273976,157
Vai,Maharashtra,0.2847374847374847,0.2641259264799025,5,0.27649286143445184,158
Raigarh,Chattisgarh,0.2322645055203195,0.3423821931558517,3,0.2763115805745324,159
Badwaha,Madhya Pradesh,0.38986011593770203,0.1019935550166829,3,0.27471349156929437,160
Puramattom VFPCK,Kerala,0.3,0.23470883252810626,1,0.2738835330112425,161
Pataudi,Haryana,0.2586229946524064,0.2934820204968167,8,0.2725666049901705,162
Ratlam,Madhya Pradesh,0.21060169045953947,0.36159114160663935,3,0.27099747091837945,163
Chowmanu,Tripura,0.25558667911609084,0.2916808314855091,6,0.2700243400638581,164
Barpeta Road,Assam,0.2422888476519517,0.31126136273247706,12,0.26987785368416184,165
Digapahandi,Odisha,0.2516624040920716,0.29681572445701804,3,0.26972373223805013,166
Vadakarapathy VFPCK,Kerala,0.2333333333333333,0.32380593235892624,1,0.2695223729435705,167
Zira,Punjab,0.23436115299469334,0.32108168008507326,14,0.2690493638308453,168
Damnagar,Gujarat,0.24043409566355808,0.3096207531110214,10,0.2681087586425434,169
Bhesan,Gujarat,0.3433411429899915,0.15149690826284118,6,0.26660344909913136,170
Chhabra,Rajasthan,0.31712683178299705,0.18476336616488045,7,0.2641814455357504,171
Thattanchavady,Pondicherry,0.37638075950611877,0.09518267209815486,3,0.2639015245429332,172
Kasinagar,Odisha,0.25,0.283467957785717,2,0.26338718311428677,173
Chavakkad,Kerala,0.23443858196282016,0.3067401125200131,17,0.2633591941856973,174
Gondal,Gujarat,0.33961338695835375,0.1489573063966708,18,0.26335095473368053,175
Kamakshi VFPCK,Kerala,0.2692307692307692,0.25402114696390965,1,0.26314692032402537,176
North Paravur,Kerala,0.24383681819152772,0.29100509702537125,40,0.2627041297250651,177
Vadhvan,Gujarat,0.2560323710426837,0.2696618234878834,25,0.2614841520207636,178
Perumbavoor,Kerala,0.24111534353797234,0.2905711660961077,34,0.2608976725612265,179
Botad(Haddad),Gujarat,0.3535714285714286,0.1157715050588452,1,0.2584514591663952,180
Porbandar,Gujarat,0.2796132059944864,0.22585358094831448,30,0.25810935597601764,181
Mulakalacheruvu,Andhra Pradesh,0.22,0.31516401134465166,1,0.25806560453786065,182
Tanda Urmur,Punjab,0.22825981237959458,0.300974166511293,19,0.25734555403227394,183
Varandarappilly  VFPCK,Kerala,0.2584512976070104,0.25402114696390965,1,0.2566792373497701,184
Baruwasagar,Uttar Pradesh,0.1220238095238095,0.4585680361831175,2,0.25664150018753273,185
Kantabaji,Odisha,0.24415584415584415,0.26868706278924276,5,0.2539683316092036,186
Shahabad,Haryana,0.24577871522979894,0.2661725377473952,33,0.2539362442368374,187
Narnaul,Haryana,0.2558067632850241,0.24972975418741045,25,0.25337595964597864,188
Curchorem,Goa,0.15785734583688546,0.39606866931742185,2,0.25314187522910003,189
Achampet,Telangana,0.3477777777777778,0.10975453770651819,1,0.25256848174927393,190
Haldwani,Uttrakhand,0.2187994734413832,0.3027458844932465,13,0.25237803786212853,191
Sri Har Gobindpur,Punjab,0.2,0.3306876968864665,1,0.2522750787545866,192
Pune(Moshi),Maharashtra,0.2486998856406751,0.25739333922264773,40,0.25217726707346416,193
Pulwama (F&V),Jammu and Kashmir,0.22724035224035222,0.2878890673902145,2,0.25149983830029715,194
Kalikiri,Andhra Pradesh,0.2075055187637969,0.31516401134465166,1,0.2505689157961388,195
Radaur,Haryana,0.2304971988795518,0.28032051944844794,21,0.2504265271071102,196
Malegaon,Maharashtra,0.3423419328807681,0.11115242553402548,7,0.24986612994207105,197
Kullu,Himachal Pradesh,0.21694308777642107,0.29795599828740227,9,0.24934825198081356,198
Awagarh,Uttar Pradesh,0.21764871641516373,0.29603829375758717,8,0.24900454735213312,199
Ganderbal,Jammu and Kashmir,0.20580701778189092,0.3133878332433688,1,0.24883934396648205,200
Khargone,Madhya Pradesh,0.3433521408790903,0.10676850401809218,4,0.24871868613469103,201
Patti,Punjab,0.23959235209235208,0.26013176860071213,15,0.2478081186956961,202
"Pavilion Ground,Khammam,RBZ",Telangana,0.2307692307692307,0.27187071188425194,1,0.2472098232152392,203
Mhow,Madhya Pradesh,0.34440804946275855,0.10077398665350265,2,0.24695442433905618,204
Sitmau,Madhya Pradesh,0.1651210716125708,0.36934342498953104,2,0.2468100129633549,205
Shillong,Meghalaya,0.22774655540551472,0.27279480360284486,11,0.24576585468444678,206
Padra,Gujarat,0.2248092204803026,0.27678106721388107,22,0.245597959173734,207
Channagiri,Karnataka,0.1102389298694595,0.4480662396272981,1,0.24536985377259493,208
Sikar,Rajasthan,0.19592760180995472,0.3184780077606307,4,0.24494776419022513,209
Mohindergarh,Haryana,0.23466600529100526,0.2590610713408701,24,0.2444240317109512,210
Timarni,Madhya Pradesh,0.33130141634123816,0.1131039654562564,5,0.24402243598724546,211
Samrala,Punjab,0.18158218090283304,0.3376315387888109,6,0.24400192405722418,212
Dimapur,Nagaland,0.23625541125541125,0.25510243309263547,6,0.24379421999030093,213
Palanganatham(Uzhavar Sandhai ),Tamil Nadu,0.2296899903031978,0.26397768363593027,53,0.24340506763629077,214
Mukerian(Talwara),Punjab,0.22122929855364387,0.27551375665248035,14,0.24294308179317847,215
Kukshi,Madhya Pradesh,0.32395061728395064,0.11931940236782838,2,0.24209813131750174,216
Chogawan,Punjab,0.2222222222222222,0.27187071188425194,1,0.2420816180870341,217
Alengad  VFPCK,Kerala,0.23313309145700742,0.25402114696390965,1,0.2414883136597683,218
Natrampalli(Uzhavar Sandhai ),Tamil Nadu,0.22194940476190472,0.27027486298589626,32,0.24127958805150135,219
Gadarpur,Uttrakhand,0.3305084745762712,0.10561192994428008,1,0.24054985672347476,220
Malur,Karnataka,0.2020408857084211,0.2973941709595917,5,0.24018219980888933,221
Gurdaspur,Punjab,0.20257850622553136,0.29501691068572455,20,0.23955386800960865,222
Chamba,Himachal Pradesh,0.2092818275733427,0.2832729282456334,17,0.23887826784225896,223
Karambakkudi(Uzhavar Sandhai ),Tamil Nadu,0.2123203463203463,0.2735589150637482,25,0.23681577381770708,224
Puthupariyaram  VFPCK,Kerala,0.0,0.5894595575775194,1,0.23578382303100778,225
Bhucho,Punjab,0.1547619047619047,0.35599128406145175,2,0.23525365648172353,226
Jalore,Rajasthan,0.19483377818763173,0.2945128562317553,12,0.23470540940528117,227
Kottarakkara,Kerala,0.19703275465186365,0.29118575024874527,23,0.2346939528906163,228
Jasdan,Gujarat,0.31335635711799315,0.11642526356113986,17,0.23458391969525183,229
Rajula,Gujarat,0.3077348385663044,0.1239220513894714,9,0.2342097236955712,230
Agar,Madhya Pradesh,0.2555009914507563,0.20198244140229224,6,0.23409357143137066,231
Tirunelvali,Tamil Nadu,0.3333333333333333,0.08496534601510954,1,0.2339861384060438,232
Dharashiv,Maharashtra,0.3097576177238585,0.11996561969271596,3,0.23384081851140148,233
Ujjain,Madhya Pradesh,0.22395434092043462,0.24651721217028563,5,0.23297948942037502,234
"Binny Mill (F&V), Bangalore",Karnataka,0.2366440310412707,0.22744233528366956,35,0.23296335273823024,235
Vandavasi,Tamil Nadu,0.3198351395897011,0.1022592732829743,2,0.2328047930670104,236
Narwal Jammu (F&V),Jammu and Kashmir,0.20272742821982614,0.2764792156279732,38,0.23222814318308493,237
Palladam(Uzhavar Sandhai ),Tamil Nadu,0.2027023902023902,0.2761535426115574,33,0.2320828511660571,238
Kangra(Nagrota Bagwan),Himachal Pradesh,0.20001506789840023,0.27855687794951856,30,0.23143179191884755,239
Jamnagar,Gujarat,0.2802406509613646,0.15808160586276526,17,0.23137703292192485,240
Manubazar,Tripura,0.17486631016042778,0.3145034231516378,4,0.2307211553569118,241
Hingoli,Maharashtra,0.3153689580689468,0.10183232408368836,4,0.22995430447484344,242
Nadiyad(Chaklasi),Gujarat,0.1875851538642236,0.29215745261872705,5,0.22941407336602498,243
Kuruppanthura,Kerala,0.18304667461941193,0.29811560731488057,26,0.22907424769759938,244
Betnoti,Odisha,0.22581634315505283,0.23350356357913662,6,0.22889123132468636,245
Panvel,Maharashtra,0.22426616692778925,0.2349329770325504,11,0.2285328909696937,246
Kulithalai(Uzhavar Sandhai ),Tamil Nadu,0.2095062834665859,0.25659776356067143,46,0.2283428755042201,247
Kangra,Himachal Pradesh,0.19064167116326758,0.2843349313295141,34,0.22811897522976618,248
Denkanikottai(Uzhavar Sandhai ),Tamil Nadu,0.1956628998843911,0.27678330306242005,36,0.22811106115560267,249
Thompramkudi VFPCK,Kerala,0.1515151515151515,0.34212382701824756,1,0.22775862171638994,250
Adoni,Andhra Pradesh,0.3206947821576425,0.08827690397483193,4,0.22772763088451828,251
Palakkad,Kerala,0.1955740933835724,0.2755692601049787,43,0.2275721600721349,252
Visnagar,Gujarat,0.32099192729594933,0.08721649201365866,6,0.22748175318303307,253
Singampunari(Uzhavar Sandhai ),Tamil Nadu,0.19780949269585632,0.2714291647751254,33,0.22725736152756396,254
Anaiyur(Uzhavar Sandhai ),Tamil Nadu,0.20713635710821268,0.25737399736766403,56,0.22723141321199322,255
Doraha,Punjab,0.14047293621651025,0.3557262213932191,10,0.22657425028719377,256
Chokkikulam(Uzhavar Sandhai ),Tamil Nadu,0.20506430573394857,0.25833939419889695,56,0.22637434111992794,257
Darangiri Banana Market,Assam,0.16978782111135046,0.31125412008575387,10,0.22637434070111184,258
Khair,Uttar Pradesh,0.16757889722659655,0.31429250386926977,15,0.22626433988366584,259
Kodinar,Gujarat,0.29998619348365996,0.11521575327218306,4,0.2260780173990692,260
Pollachi(Uzhavar Sandhai ),Tamil Nadu,0.1974644870110656,0.2666588736980552,41,0.22514224168586142,261
Porsa,Madhya Pradesh,0.14814814814814814,0.3405300023133496,3,0.22510088981422874,262
Pipariya,Madhya Pradesh,0.29694647187294243,0.1130716569347811,4,0.22339654589767788,263
Kaveripattinam(Uzhavar Sandhai ),Tamil Nadu,0.18306234499519436,0.2837849533784981,29,0.22335138834851584,264
Thalavaipuram(Uzhavar Sandhai ),Tamil Nadu,0.18993761803964007,0.2727301310648343,32,0.22305462324971775,265
Mukhiguda,Odisha,0.1808303156022844,0.2858660294716856,5,0.2228446011500449,266
Birmaharajpur,Odisha,0.1503725490196078,0.3305798960082407,5,0.22245548781506097,267
Chinnalapatti(Uzhavar Sandhai ),Tamil Nadu,0.20480752907223493,0.2488213488788271,34,0.2224130569948718,268
Karimnagar,Telangana,0.19467754467754467,0.26396841301944834,10,0.22239389201430615,269
Patan,Gujarat,0.23882191816108544,0.19755186270735425,16,0.22231389597959297,270
Gangoh,Uttar Pradesh,0.10276819092995884,0.4005226349235263,7,0.22186996852738583,271
Guduvancheri(Uzhavar Sandhai ),Tamil Nadu,0.1924347158218126,0.26523758985163814,31,0.22155586543374284,272
Tanduru,Telangana,0.29974345752952025,0.10393127784315097,4,0.22141858565497252,273
Karaikudi(Uzhavar Sandhai ),Tamil Nadu,0.1941124339118991,0.26208025111813904,44,0.22129956079439508,274
Khateema,Uttrakhand,0.18906196996398483,0.2692781302365641,12,0.22114843407301654,275
Raipur Rai,Haryana,0.17486772486772484,0.2902389953751522,12,0.2210162330706958,276
Athur(Uzhavar Sandhai ),Tamil Nadu,0.19160975293050764,0.2643945759867059,53,0.22072368215298693,277
Mansa(Manas Veg Yard),Gujarat,0.18333333333333332,0.2767819328948106,10,0.22071277315792426,278
Vilaspur,Uttar Pradesh,0.1785714285714285,0.2837044901036392,2,0.2206246531843128,279
Kendrapara(Marshaghai),Odisha,0.1845238095238095,0.2741335542067262,7,0.2203677073969762,280
Coonoor(Uzhavar Sandhai ),Tamil Nadu,0.1844804992584828,0.2705403797473458,42,0.218904451454028,281
Palani(Uzhavar Sandhai ),Tamil Nadu,0.19488698468290303,0.254460332138417,49,0.21871632366510863,282
Kot ise Khan,Punjab,0.1911421911421911,0.25985216365873554,7,0.21862618014880889,283
Dindigul(Uzhavar Sandhai ),Tamil Nadu,0.1914532866660526,0.2592581272625364,47,0.21857522290464612,284
Sariahjan,Assam,0.16165223665223663,0.3037397055130791,11,0.21848722419657363,285
Tiruppur (South) (Uzhavar Sandhai ),Tamil Nadu,0.18186858076563955,0.2733292551268805,34,0.21845285051013594,286
Kalimpong,West Bengal,0.1647778808493094,0.29808261965862426,7,0.21809977637303535,287
Ambasamudram(Uzhavar Sandhai ),Tamil Nadu,0.16851489028213162,0.2922351982972565,11,0.21800301348818157,288
Khalilabad,Uttar Pradesh,0.1581889909960085,0.3072231134426705,9,0.2178026399746733,289
Bardoli(Katod),Gujarat,0.17380952380952375,0.283467957785717,2,0.21767289740000106,290
Tiruvannamalai(Uzhavar Sandhai ),Tamil Nadu,0.1948003489048265,0.2514084846464137,67,0.2174436032014614,291
Usilampatty,Tamil Nadu,0.18868184955141476,0.2602754530631281,23,0.2173192909561001,292
Thirumangalam(Uzhavar Sandhai ),Tamil Nadu,0.18748015873015872,0.2620573199738049,20,0.2173110232276172,293
Vasai,Maharashtra,0.2859469141833577,0.11335264048330002,2,0.21690920470333463,294
Mundi,Madhya Pradesh,0.3075,0.08045462228468535,1,0.21668184891387415,295
Shimoga,Karnataka,0.24190768895567918,0.17723603397436496,25,0.2160390269631535,296
Narwana,Haryana,0.16760204081632651,0.2883882548961353,8,0.21591652644825002,297
Arani(Uzhavar Sandhai ),Tamil Nadu,0.180949167791273,0.2683363575339968,38,0.21590404368836252,298
