market,state,avg_price_spread_ratio,avg_composite_risk,n_commodities,market_instability_index,market_rank
Borsad,Gujarat,0.021298289339526398,0.09154444060522474,2,0.049396749845805735,1077
Chaurai,Madhya Pradesh,0.0088772845953002,0.10975453770651819,1,0.0492281858397874,1078
K.R. Pet,Karnataka,0.0,0.12295426830928381,1,0.049181707323713526,1079
Kalol,Gujarat,0.03983278609961593,0.061750060407540885,4,0.04859969582278591,1080
Dabra,Madhya Pradesh,0.0,0.12109335102231997,1,0.04843734040892799,1081
Newasa,Maharashtra,0.0,0.12109335102231997,1,0.04843734040892799,1082
Shahagarh,Madhya Pradesh,0.0,0.12109335102231997,1,0.04843734040892799,1083
Chaakghat,Madhya Pradesh,0.0,0.12109335102231997,1,0.04843734040892799,1084
Harpalpur,Madhya Pradesh,0.0,0.12109335102231997,1,0.04843734040892799,1085
Nainpur,Madhya Pradesh,0.0,0.12109335102231997,1,0.04843734040892799,1086
Aron,Madhya Pradesh,0.0,0.12109335102231997,1,0.04843734040892799,1087
Chhatarpur,Madhya Pradesh,0.0,0.12109335102231997,1,0.04843734040892799,1088
Kishunpur,Uttar Pradesh,0.0082987551867219,0.10561192994428008,1,0.04722402508974518,1089
Latur(Murud),Maharashtra,0.024390243902439,0.08045462228468535,1,0.04681599525533754,1090
Barghat,Madhya Pradesh,0.0045454545454545,0.10975453770651819,1,0.04662908780987998,1091
Kadaura,Uttar Pradesh,0.0,0.11618244651637107,1,0.04647297860654843,1092
Narayanpet,Telangana,0.0,0.11611835331794468,1,0.04644734132717787,1093
Raver,Maharashtra,0.006161429451632766,0.10683695281288054,3,0.04643163879613188,1094
Jeerapur,Madhya Pradesh,0.01003649635036495,0.10077398665350265,2,0.04633149247162003,1095
Peddapalli,Telangana,0.0,0.1157715050588452,1,0.046308602023538085,1096
Ambikapur,Chattisgarh,0.0,0.11542394436441908,2,0.04616957774576763,1097
Jaunpur,Uttar Pradesh,0.014115213234953445,0.09386289468548661,15,0.046014285815166714,1098
Bareli,Madhya Pradesh,0.02,0.08496534601510954,1,0.04598613840604382,1099
Kustagi,Karnataka,0.0212607339545324,0.08263547484646264,6,0.045810630311304494,1100
Shahpura(Jabalpur),Madhya Pradesh,0.04594630015019925,0.04491059058894071,2,0.04553201632569584,1101
Jaisinagar,Madhya Pradesh,0.00561522027830705,0.10537816036606171,2,0.045520396313408915,1102
Dondi,Chattisgarh,0.0191387559808612,0.08496534601510954,1,0.045469391994560536,1103
Palghar,Maharashtra,0.0,0.11335264048330002,2,0.04534105619332001,1104
Gurur,Chattisgarh,0.0177838577291381,0.08496534601510954,1,0.044656453043526674,1105
Bhabhar,Gujarat,0.03782398642031725,0.054160106247356336,2,0.04435843435113289,1106
Bamora,Madhya Pradesh,0.0202247191011235,0.08045462228468535,1,0.044316680374548244,1107
Nabarangpur(Umerkote),Odisha,0.0,0.10975453770651819,1,0.04390181508260728,1108
Jhabua,Madhya Pradesh,0.0,0.10975453770651819,1,0.04390181508260728,1109
Mallial(Cheppial),Telangana,0.0,0.10975453770651819,1,0.04390181508260728,1110
Pudur,Telangana,0.0,0.10975453770651819,1,0.04390181508260728,1111
Harihara,Karnataka,0.0,0.10975453770651819,1,0.04390181508260728,1112
Manawar,Madhya Pradesh,0.0,0.10975453770651819,1,0.04390181508260728,1113
Madhira,Telangana,0.0,0.10975453770651819,1,0.04390181508260728,1114
Devgadhbaria,Gujarat,0.016025641025641,0.08496534601510954,1,0.04360152302142842,1115
Kasimbazar,West Bengal,0.02341269841269835,0.07298410978396361,2,0.04324126296120445,1116
Amirgadh,Gujarat,0.01000378000377995,0.09154444060522474,2,0.04262004424435786,1117
Sagar,Madhya Pradesh,0.020263085621827166,0.07542358314269387,6,0.04232728463017385,1118
Mandla,Madhya Pradesh,0.0,0.10302934851871476,2,0.0412117394074859,1119
Badamalhera,Madhya Pradesh,0.0072992700729927,0.08966296970980346,1,0.04024474992771701,1120
Charkhari,Uttar Pradesh,0.01,0.08533431995174609,4,0.04013372798069843,1121
Godabhaga,Odisha,0.0091617040769583,0.08496534601510954,1,0.0394831608522188,1122
Wyra,Telangana,0.0091199270405836,0.08496534601510954,1,0.03945809463039397,1123
Vemulawada,Telangana,0.009090909090909,0.08496534601510954,1,0.039440683860589215,1124
Karapa,Andhra Pradesh,0.0077874484654145,0.08496534601510954,1,0.03865860748529251,1125
Rehati,Madhya Pradesh,0.0046367851622874,0.08966296970980346,1,0.03864725898129383,1126
Babrala,Uttar Pradesh,0.019155953543427164,0.06785697487433541,3,0.038636362075790465,1127
Vadgam,Gujarat,0.00319829424307035,0.09154444060522474,2,0.0385367527879321,1128
Damoh,Madhya Pradesh,0.0012919896640826666,0.09412585744576664,3,0.03842553677675626,1129
Shamli,Uttar Pradesh,0.015530573282084728,0.0726403375216274,14,0.03837447897790179,1130
Beohari,Madhya Pradesh,0.0144230769230769,0.0730311900764504,2,0.0378663221844263,1131
Dindori,Madhya Pradesh,0.01133333333333332,0.07734205453237872,5,0.03773682181295148,1132
Umreth,Gujarat,0.0213675213675213,0.06199553018812952,1,0.03761872489576459,1133
Aler,Telangana,0.0,0.093599421287796,2,0.0374397685151184,1134
Anjar,Gujarat,0.0088235294117647,0.07990753232935677,4,0.03725713057880153,1135
Baramkela,Chattisgarh,0.0048780487804878,0.08496534601510954,1,0.036912967674336494,1136
Seoni,Madhya Pradesh,0.0,0.08966296970980346,1,0.03586518788392139,1137
Dondilohara,Chattisgarh,0.0028476506881822,0.08496534601510954,1,0.035694728818953136,1138
Kurwai,Madhya Pradesh,0.01112877583465815,0.07073083067046561,2,0.034969597768981134,1139
Tendukheda,Madhya Pradesh,0.0099206349206349,0.07162125160517652,1,0.03460088159445155,1140
Raipur,Chattisgarh,0.00073673870333985,0.08496534601510954,1,0.03442818162804773,1141
Huzzurabad,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1142
Huzurnagar(Matampally),Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1143
Hirapur,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1144
Husnabad,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1145
Huzumnagar(Garidepally),Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1146
Huzurnagar,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1147
Pharasgaon,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1148
Dharmaram,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1149
Madagadipet,Pondicherry,0.0,0.08496534601510954,1,0.033986138406043816,1150
Makdi,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1151
Lormi,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1152
Manakodur,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1153
Shahdol,Madhya Pradesh,0.0,0.08496534601510954,1,0.033986138406043816,1154
Mullana(saha),Haryana,0.0,0.08496534601510954,1,0.033986138406043816,1155
Kodad,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1156
Devarkonda(Mallepalli),Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1157
Mullana,Haryana,0.0,0.08496534601510954,1,0.033986138406043816,1158
Miryalaguda,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1159
Devarkonda(Dindi),Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1160
Gajwel,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1161
Nagari,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1162
Sampara,Andhra Pradesh,0.0,0.08496534601510954,1,0.033986138406043816,1163
Boraee,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1164
Raisen,Madhya Pradesh,0.0,0.08496534601510954,1,0.033986138406043816,1165
Bededonger,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1166
Belargaon,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1167
Thungathurthy,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1168
Belarbahara,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1169
Chhinari,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1170
Narharpur,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1171
Lakhanpuri,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1172
Gangadhara,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1173
Kotma,Madhya Pradesh,0.0,0.08496534601510954,1,0.033986138406043816,1174
Devarakonda,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1175
Anuppur,Madhya Pradesh,0.0,0.08496534601510954,1,0.033986138406043816,1176
Gattasilli,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1177
Antagarh,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1178
Neredcherla,Telangana,0.0,0.08496534601510954,1,0.033986138406043816,1179
Charama,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1180
Champa,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1181
Pakhanjur,Chattisgarh,0.0,0.08496534601510954,1,0.033986138406043816,1182
Narsinghgarh,Madhya Pradesh,0.0,0.08045462228468535,1,0.03218184891387414,1183
Sarangpur,Madhya Pradesh,0.0,0.08045462228468535,1,0.03218184891387414,1184
Jaitu,Punjab,0.0178571428571428,0.04790862785971381,1,0.029877736858171206,1185
Diyodar,Gujarat,0.0151515151515151,0.047313173438466805,1,0.028016178466295782,1186
Raniwara,Rajasthan,0.0099009900990099,0.054160106247356336,2,0.027604636558348473,1187
Nawarangpur,Odisha,0.0,0.06533289490071172,1,0.02613315796028469,1188
Jhunjhunu,Rajasthan,0.0,0.06100703905624587,1,0.02440281562249835,1189
Sevda,Madhya Pradesh,0.0,0.06100703905624587,1,0.02440281562249835,1190
Bhind,Madhya Pradesh,0.0,0.06100703905624587,1,0.02440281562249835,1191
Manthani,Telangana,0.0,0.04790862785971381,1,0.019163451143885527,1192
Devarakadra,Telangana,0.0,0.047313173438466805,1,0.018925269375386723,1193
Budhar,Madhya Pradesh,0.0,0.04582868419370519,3,0.01833147367748208,1194
Katghora,Chattisgarh,0.0,0.032419431724831554,1,0.012967772689932622,1195
Ambala City,Haryana,0.0476190476190476,,1,,1196
