market,state,avg_price_spread_ratio,avg_composite_risk,n_commodities,market_instability_index,market_rank,avg_modal_price,market_cluster,pca1,pca2
Pune(Moshi),Maharashtra,0.2486998856406751,0.2573933392226477,40,0.2521772670734641,193,3973.1,2,0.8364607418664795,1.1564697652179032
Pulwama (F&V),Jammu and Kashmir,0.2272403522403522,0.2878890673902145,2,0.2514998383002971,194,4583.333333333333,0,0.563913599993079,-0.6052792737014118
Kalikiri,Andhra Pradesh,0.2075055187637969,0.3151640113446516,1,0.2505689157961388,195,4530.0,0,0.48034766688273595,-0.6524092484093633
Radaur,Haryana,0.2304971988795518,0.2803205194484479,21,0.2504265271071102,196,2761.904761904762,2,0.6078396075795637,-0.05412891661125804
Malegaon,Maharashtra,0.3423419328807681,0.1111524255340254,7,0.249866129942071,197,4736.142857142857,0,1.002588362266324,-0.4044574424298395
Kullu,Himachal Pradesh,0.216943087776421,0.2979559982874022,9,0.2493482519808135,198,3377.777777777778,0,0.5089566292684008,-0.5113582115709598
Awagarh,Uttar Pradesh,0.2176487164151637,0.2960382937575871,8,0.2490045473521331,199,1900.0,0,0.44752748542204496,-0.889400652229723
Ganderbal,Jammu and Kashmir,0.2058070177818909,0.3133878332433688,1,0.248839343966482,200,3958.0,0,0.4431027585504885,-0.7771316467920198
Khargone,Madhya Pradesh,0.3433521408790903,0.1067685040180921,4,0.248718686134691,201,3755.25,0,0.9455912551311015,-0.7730305434032436
Patti,Punjab,0.239592352092352,0.2601317686007121,15,0.2478081186956961,202,2566.6666666666665,0,0.5849959680697924,-0.4051179372793891
"Pavilion Ground,Khammam,RBZ",Telangana,0.2307692307692307,0.2718707118842519,1,0.2472098232152392,203,2600.0,0,0.47210198731151554,-1.095772926535301
Mhow,Madhya Pradesh,0.3444080494627585,0.1007739866535026,2,0.2469544243390561,204,3881.0,0,0.9333814022867911,-0.8459275735313468
Sitmau,Madhya Pradesh,0.1651210716125708,0.369343424989531,2,0.2468100129633549,205,11852.0,0,0.5933294938602923,1.0526923490176354
Shillong,Meghalaya,0.2277465554055147,0.2727948036028448,11,0.2457658546844467,206,5263.636363636364,0,0.6118656436504742,0.000486209911909202
Padra,Gujarat,0.2248092204803026,0.276781067213881,22,0.245597959173734,207,3985.2272727272725,2,0.6138622863884133,0.273374892218326
Channagiri,Karnataka,0.1102389298694595,0.4480662396272981,1,0.2453698537725949,208,46499.0,3,1.7064342949016766,8.717673590224988
Sikar,Rajasthan,0.1959276018099547,0.3184780077606307,4,0.2449477641902251,209,2650.0,0,0.3537334638356341,-0.9068773367941732
Mohindergarh,Haryana,0.2346660052910052,0.2590610713408701,24,0.2444240317109512,210,2733.3333333333335,2,0.6064471393510453,0.08994855324293519
Timarni,Madhya Pradesh,0.3313014163412381,0.1131039654562564,5,0.2440224359872454,211,4527.833333333333,0,0.9122586701902977,-0.5406938270110349
Samrala,Punjab,0.181582180902833,0.3376315387888109,6,0.2440019240572241,212,2800.0,0,0.31419378626599653,-0.7619289575392325
Dimapur,Nagaland,0.2362554112554112,0.2551024330926354,6,0.2437942199903009,213,5500.0,0,0.6125425318655462,-0.20439213265269454
Palanganatham(Uzhavar Sandhai ),Tamil Nadu,0.2296899903031978,0.2639776836359302,53,0.2434050676362907,214,7716.981132075472,2,0.9376902182514324,2.6579020613404465
Mukerian(Talwara),Punjab,0.2212292985536438,0.2755137566524803,14,0.2429430817931784,215,4446.666666666667,0,0.5590710401175436,-0.023434538696786904
Kukshi,Madhya Pradesh,0.3239506172839506,0.1193194023678283,2,0.2420981313175017,216,4166.666666666667,0,0.844738797374398,-0.7654791449159802
Chogawan,Punjab,0.2222222222222222,0.2718707118842519,1,0.2420816180870341,217,900.0,0,0.3489100304997414,-1.463859636945391
Alengad  VFPCK,Kerala,0.2331330914570074,0.2540211469639096,1,0.2414883136597683,218,3333.3333333333335,0,0.47785795699165085,-0.9327514455188011
Natrampalli(Uzhavar Sandhai ),Tamil Nadu,0.2219494047619047,0.2702748629858962,32,0.2412795880515013,219,5303.125,2,0.6873544110548825,1.072623960131338
Gadarpur,Uttrakhand,0.3305084745762712,0.10561192994428,1,0.2405498567234747,220,3540.0,0,0.8303644999271869,-0.9588565643858121
Malur,Karnataka,0.2020408857084211,0.2973941709595917,5,0.2401821998088893,221,3733.0,0,0.3971100197156937,-0.6192376700609216
Gurdaspur,Punjab,0.2025785062255313,0.2950169106857245,20,0.2395538680096086,222,4460.0,2,0.5083689634958762,0.29682206843485764
Chamba,Himachal Pradesh,0.2092818275733427,0.2832729282456334,17,0.2388782678422589,223,4867.64705882353,0,0.5273949513200097,0.2313795888538975
Karambakkudi(Uzhavar Sandhai ),Tamil Nadu,0.2123203463203463,0.2735589150637482,25,0.236815773817707,224,4560.0,2,0.5607666145661169,0.5645911207723264
Puthupariyaram  VFPCK,Kerala,0.0,0.5894595575775194,1,0.2357838230310077,225,1000.0,0,-0.4790671042914836,-1.2742071514446915
Bhucho,Punjab,0.1547619047619047,0.3559912840614517,2,0.2352536564817235,226,1300.0,0,0.09092422741330278,-1.2720505521257164
Jalore,Rajasthan,0.1948337781876317,0.2945128562317553,12,0.2347054094052811,227,3033.3333333333335,0,0.35470571037325527,-0.414194850069896
Kottarakkara,Kerala,0.1970327546518636,0.2911857502487452,23,0.2346939528906163,228,5285.185185185185,2,0.5108486598101996,0.6367395067010226
Jasdan,Gujarat,0.3133563571179931,0.1164252635611398,17,0.2345839196952518,229,6385.526315789473,2,0.9360131608668554,0.49210259333820977
Rajula,Gujarat,0.3077348385663044,0.1239220513894714,9,0.2342097236955712,230,5221.888888888889,0,0.8240663058045115,-0.16406821900215296
Agar,Madhya Pradesh,0.2555009914507563,0.2019824414022922,6,0.2340935714313706,231,7391.666666666667,0,0.7017841379300344,0.20429513190241078
Tirunelvali,Tamil Nadu,0.3333333333333333,0.0849653460151095,1,0.2339861384060438,232,2400.0,0,0.7616852373911476,-1.2107582821946297
Dharashiv,Maharashtra,0.3097576177238585,0.1199656196927159,3,0.2338408185114014,233,6353.666666666667,0,0.838610187836067,-0.21680979215136117
Ujjain,Madhya Pradesh,0.2239543409204346,0.2465172121702856,5,0.232979489420375,234,3588.8333333333335,0,0.4315826382824563,-0.6644749719616825
"Binny Mill (F&V), Bangalore",Karnataka,0.2366440310412707,0.2274423352836695,35,0.2329633527382302,235,3748.5714285714284,2,0.6530289607139667,0.8718481700468879
Vandavasi,Tamil Nadu,0.3198351395897011,0.1022592732829743,2,0.2328047930670104,236,4737.0,0,0.8018072971968847,-0.6322858419596241
Narwal Jammu (F&V),Jammu and Kashmir,0.2027274282198261,0.2764792156279732,38,0.2322281431830849,237,5080.0,2,0.5951399735919053,1.3432555841256333
Palladam(Uzhavar Sandhai ),Tamil Nadu,0.2027023902023902,0.2761535426115574,33,0.2320828511660571,238,4354.545454545455,2,0.5382448506803994,0.9309264630654095
Kangra(Nagrota Bagwan),Himachal Pradesh,0.2000150678984002,0.2785568779495185,30,0.2314317919188475,239,5553.333333333333,2,0.5539058525630886,1.0476737161513936
Jamnagar,Gujarat,0.2802406509613646,0.1580816058627652,17,0.2313770329219248,240,7865.294117647059,2,0.8563978412347125,0.8457508547118731
Manubazar,Tripura,0.1748663101604277,0.3145034231516378,4,0.2307211553569118,241,14250.0,0,0.6447949371857644,1.6838913078700417
Hingoli,Maharashtra,0.3153689580689468,0.1018323240836883,4,0.2299543044748434,242,3836.25,0,0.7473660227125374,-0.7266190884407919
Nadiyad(Chaklasi),Gujarat,0.1875851538642236,0.292157452618727,5,0.2294140733660249,243,2010.0,0,0.22151408844021026,-0.9857182311274851
Kuruppanthura,Kerala,0.1830466746194119,0.2981156073148805,26,0.2290742476975993,244,6603.571428571428,2,0.4977790171253437,1.0924723840193085
Betnoti,Odisha,0.2258163431550528,0.2335035635791366,6,0.2288912313246863,245,2283.3333333333335,0,0.37208858645048565,-0.9029900768945792
Panvel,Maharashtra,0.2242661669277892,0.2349329770325504,11,0.2285328909696937,246,4963.636363636364,0,0.4952996383116708,-0.056303455771742256
Kulithalai(Uzhavar Sandhai ),Tamil Nadu,0.2095062834665859,0.2565977635606714,46,0.2283428755042201,247,5015.217391304348,2,0.6414248620910842,1.7282319537095316
Kangra,Himachal Pradesh,0.1906416711632675,0.2843349313295141,34,0.2281189752297661,248,6547.058823529412,2,0.563055912299378,1.4774719282518805
Denkanikottai(Uzhavar Sandhai ),Tamil Nadu,0.1956628998843911,0.27678330306242,36,0.2281110611556026,249,5430.555555555556,2,0.5497154878373327,1.3271433511787625
Thompramkudi VFPCK,Kerala,0.1515151515151515,0.3421238270182475,1,0.2277586217163899,250,3300.0,0,0.10972966024126776,-0.8739267625314178
Adoni,Andhra Pradesh,0.3206947821576425,0.0882769039748319,4,0.2277276308845182,251,6447.25,0,0.8542688443848531,-0.15134390225254338
Palakkad,Kerala,0.1955740933835724,0.2755692601049787,43,0.2275721600721349,252,6785.714285714285,2,0.6379051639756518,1.9800020017204834
Visnagar,Gujarat,0.3209919272959493,0.0872164920136586,6,0.227481753183033,253,4442.333333333333,0,0.7887474706379174,-0.494844644384629
Singampunari(Uzhavar Sandhai ),Tamil Nadu,0.1978094926958563,0.2714291647751254,33,0.2272573615275639,254,5036.363636363636,2,0.5207904627782167,1.0875554025492444
Anaiyur(Uzhavar Sandhai ),Tamil Nadu,0.2071363571082126,0.257373997367664,56,0.2272314132119932,255,7244.642857142857,2,0.7687316347729714,2.7276962684594976
Doraha,Punjab,0.1404729362165102,0.3557262213932191,10,0.2265742502871937,256,4690.0,0,0.16777455524411475,-0.10426700618457455
Chokkikulam(Uzhavar Sandhai ),Tamil Nadu,0.2050643057339485,0.2583393941988969,56,0.2263743411199279,257,7691.071428571428,2,0.773739874999271,2.828465859133561
Darangiri Banana Market,Assam,0.1697878211113504,0.3112541200857538,10,0.2263743407011118,258,3700.0879999999997,0,0.23414751107607684,-0.3451971957012442
Khair,Uttar Pradesh,0.1675788972265965,0.3142925038692697,15,0.2262643398836658,259,3690.0,0,0.2535500030374901,-0.09402157272103151
Kodinar,Gujarat,0.2999861934836599,0.115215753272183,4,0.2260780173990692,260,5030.0,0,0.716902324380553,-0.4492065932608618
Pollachi(Uzhavar Sandhai ),Tamil Nadu,0.1974644870110656,0.2666588736980552,41,0.2251422416858614,261,7046.341463414634,2,0.630267150754647,1.9366330594422432
Porsa,Madhya Pradesh,0.1481481481481481,0.3405300023133496,3,0.2251008898142287,262,1600.0,0,0.029738398818422763,-1.1461817134996257
Pipariya,Madhya Pradesh,0.2969464718729424,0.1130716569347811,4,0.2233965458976778,263,4818.75,0,0.6835072509469209,-0.4926398914796612
Kaveripattinam(Uzhavar Sandhai ),Tamil Nadu,0.1830623449951943,0.2837849533784981,29,0.2233513883485158,264,5079.310344827586,2,0.4258382544645369,0.9082351335849341
Thalavaipuram(Uzhavar Sandhai ),Tamil Nadu,0.18993761803964,0.2727301310648343,32,0.2230546232497177,265,4753.125,2,0.4534567584281279,0.9820427700458758
Mukhiguda,Odisha,0.1808303156022844,0.2858660294716856,5,0.2228446011500449,266,3120.0,0,0.2043591826846283,-0.7321530149741102
Birmaharajpur,Odisha,0.1503725490196078,0.3305798960082407,5,0.2224554878150609,267,5460.0,0,0.18229277428177554,-0.19110023842199994
Chinnalapatti(Uzhavar Sandhai ),Tamil Nadu,0.2048075290722349,0.2488213488788271,34,0.2224130569948718,268,5005.882352941177,2,0.524383888971395,1.1279444942535364
Karimnagar,Telangana,0.1946775446775446,0.2639684130194483,10,0.2223938920143061,269,3570.0,0,0.2971612122299313,-0.39084783790262556
Patan,Gujarat,0.2388219181610854,0.1975518627073542,16,0.2223138959795929,270,5535.25,0,0.5642935195281764,0.31378035676932
Gangoh,Uttar Pradesh,0.1027681909299588,0.4005226349235263,7,0.2218699685273858,271,5942.857142857143,0,0.03797925032442711,0.05210761182796754
Guduvancheri(Uzhavar Sandhai ),Tamil Nadu,0.1924347158218126,0.2652375898516381,31,0.2215558654337428,272,5112.903225806452,2,0.46245115456602043,1.0101474925546894
Tanduru,Telangana,0.2997434575295202,0.1039312778431509,4,0.2214185856549725,273,4780.5,0,0.6814600757800952,-0.5023756296366941
Karaikudi(Uzhavar Sandhai ),Tamil Nadu,0.1941124339118991,0.262080251118139,44,0.221299560794395,274,6740.909090909091,2,0.6028988839607428,2.024083040760823
Khateema,Uttrakhand,0.1890619699639848,0.2692781302365641,12,0.2211484340730165,275,1558.3333333333333,0,0.20477899482237713,-0.7310452701856356
Raipur Rai,Haryana,0.1748677248677248,0.2902389953751522,12,0.2210162330706958,276,1791.6666666666667,0,0.1620137336617601,-0.6687757363158265
Athur(Uzhavar Sandhai ),Tamil Nadu,0.1916097529305076,0.2643945759867059,53,0.2207236821529869,277,7550.943396226415,2,0.6727217276347258,2.6586982447420406
Mansa(Manas Veg Yard),Gujarat,0.1833333333333333,0.2767819328948106,10,0.2207127731579242,278,3100.0,0,0.22943753205399275,-0.48583965079091257
Vilaspur,Uttar Pradesh,0.1785714285714285,0.2837044901036392,2,0.2206246531843128,279,4050.0,0,0.20285939263611052,-0.6746137762139405
Kendrapara(Marshaghai),Odisha,0.1845238095238095,0.2741335542067262,7,0.2203677073969762,280,3928.5714285714284,0,0.2465243540720882,-0.45409553576002726
Coonoor(Uzhavar Sandhai ),Tamil Nadu,0.1844804992584828,0.2705403797473458,42,0.218904451454028,281,6126.190476190476,2,0.5206339005932612,1.795369494014747
Palani(Uzhavar Sandhai ),Tamil Nadu,0.194886984682903,0.254460332138417,49,0.2187163236651086,282,5630.6122448979595,2,0.5776935806253807,2.030373323254146
Kot ise Khan,Punjab,0.1911421911421911,0.2598521636587355,7,0.2186261801488088,283,1071.4285714285713,0,0.15178289875373965,-1.0911242580986455
Dindigul(Uzhavar Sandhai ),Tamil Nadu,0.1914532866660526,0.2592581272625364,47,0.2185752229046461,284,6748.936170212766,2,0.596003258891212,2.1799881812852173
Sariahjan,Assam,0.1616522366522366,0.3037397055130791,11,0.2184872241965736,285,3987.918181818182,0,0.1792075724657536,-0.22182460581864363
Tiruppur (South) (Uzhavar Sandhai ),Tamil Nadu,0.1818685807656395,0.2733292551268805,34,0.2184528505101359,286,4002.9411764705883,2,0.3824190583588183,0.9244513638685997
Kalimpong,West Bengal,0.1647778808493094,0.2980826196586242,7,0.2180997763730353,287,8314.285714285714,0,0.3309752480477412,0.5328866860309366
Ambasamudram(Uzhavar Sandhai ),Tamil Nadu,0.1685148902821316,0.2922351982972565,11,0.2180030134881815,288,3454.5454545454545,0,0.1808720529032572,-0.34485616540681163
Khalilabad,Uttar Pradesh,0.1581889909960085,0.3072231134426705,9,0.2178026399746733,289,1888.888888888889,0,0.07158195812333663,-0.7845801050938235
Bardoli(Katod),Gujarat,0.1738095238095237,0.283467957785717,2,0.217672897400001,290,3625.0,0,0.1536622125087764,-0.7640017705711754
Tiruvannamalai(Uzhavar Sandhai ),Tamil Nadu,0.1948003489048265,0.2514084846464137,67,0.2174436032014614,291,7613.432835820896,2,0.7482091096613661,3.3763494239745366
Usilampatty,Tamil Nadu,0.1886818495514147,0.2602754530631281,23,0.2173192909561001,292,4886.95652173913,2,0.3722796661268832,0.5618657883409299
Thirumangalam(Uzhavar Sandhai ),Tamil Nadu,0.1874801587301587,0.2620573199738049,20,0.2173110232276172,293,4360.0,2,0.3308030729274041,0.29500943052859596
Vasai,Maharashtra,0.2859469141833577,0.1133526404833,2,0.2169092047033346,294,3950.0,0,0.5646357496136162,-0.7749241808014942
Mundi,Madhya Pradesh,0.3075,0.0804546222846853,1,0.2166818489138741,295,4000.0,0,0.6370545274467394,-0.8300965957762733
Shimoga,Karnataka,0.2419076889556791,0.1772360339743649,25,0.2160390269631535,296,5759.259259259259,2,0.6011703639440765,0.8167884665727573
Narwana,Haryana,0.1676020408163265,0.2883882548961353,8,0.21591652644825,297,4787.5,0,0.20031638248964137,-0.19911976948573043
Arani(Uzhavar Sandhai ),Tamil Nadu,0.180949167791273,0.2683363575339968,38,0.2159040436883625,298,4771.0526315789475,2,0.4174124636405525,1.297690439797651
Kancheepuram(Uzhavar Sandhai ),Tamil Nadu,0.1867183541096584,0.2594057290320202,23,0.2157933040786031,299,4586.95652173913,2,0.3455681420115743,0.4975020758184129
Maranelloor VFPCK,Kerala,0.1862650029571049,0.2597652594844395,2,0.2156651055680387,300,3726.315789473684,0,0.19146801952380757,-0.7499805305904977
Gandarvakottai(Uzhavar Sandhai ),Tamil Nadu,0.1805982905982905,0.2661709613283101,26,0.2148273588902984,301,3442.3076923076924,2,0.29166025177075705,0.3999462168527343
Udumalpet,Tamil Nadu,0.183509574192876,0.2617960405736463,46,0.2148241607451841,302,6354.347826086957,2,0.5265851043646669,2.049680451766496
Kicchha,Uttrakhand,0.1610979969303102,0.2950185928991248,8,0.214666235317836,303,1637.5,0,0.04990722700423038,-0.8914768895997004
Rahuri,Maharashtra,0.1132075471698113,0.3658959932820475,1,0.2142829256147058,304,2650.0,0,-0.12507306761975753,-0.9839345103037607
Anwala,Uttar Pradesh,0.1695191788393542,0.2804652127462457,9,0.2138975924021108,305,2377.777777777778,0,0.10995740322624879,-0.6831008275614999
Kendrapara,Odisha,0.1916666666666666,0.2471309618385067,6,0.2138523847354027,306,3916.6666666666665,0,0.23104326681527962,-0.5097035899777582
Dharapuram(Uzhavar Sandhai ),Tamil Nadu,0.1865454571980307,0.2540232031631098,40,0.2135365555840623,307,4887.5,2,0.4405577504736535,1.420991496750471
Sambhal,Uttar Pradesh,0.1533830246612201,0.3032462497932933,7,0.2133283147140494,308,2685.714285714286,0,0.0493960052267721,-0.7033769836550472
Balugaon,Odisha,0.1164311978032599,0.3570826473645956,10,0.2126917776277942,309,9516.666666666666,0,0.19122993173442437,0.9883385495313508
Amreli,Gujarat,0.2811453982363809,0.1085056794172202,15,0.2120895107087166,310,6693.4375,0,0.6999061860012648,0.4927515348803222
Gangarampur(Dakshin Dinajpur),West Bengal,0.1838084375760086,0.2530743858714808,14,0.2115148168941975,311,3539.285714285714,0,0.2211448071250364,-0.18373776458898033
Vedasanthur(Uzhavar Sandhai ),Tamil Nadu,0.1792501736946181,0.2592578034146793,27,0.2112532255826426,312,4718.518518518518,2,0.3220280937377754,0.7354285850369131
Jagiroad Dry Fish Market,Assam,0.1368823170293758,0.3227677395755838,8,0.211236486047859,313,3808.3875,0,0.027454396896001477,-0.39126518802593163
Panruti(Uzhavar Sandhai ),Tamil Nadu,0.1694517021440098,0.2725746934172821,26,0.2107008986533187,314,4134.615384615385,2,0.25590739272167756,0.5632525668089484
Pattikonda,Andhra Pradesh,0.1302083333333333,0.3306252930927538,2,0.2103751172371015,315,4000.0,0,-0.027792401808748826,-0.6455887834505034
Kundrathur(Uzhavar Sandhai ),Tamil Nadu,0.1729640592140592,0.2661510722438572,37,0.2102388644259784,316,6108.108108108108,2,0.4037112508720562,1.5517431074588433
Thathakapatti(Uzhavar Sandhai ),Tamil Nadu,0.1800200427633682,0.2553795170123766,61,0.2101638324629716,317,7831.147540983607,2,0.6303595348344777,3.1364581852662266
Tarantaran,Punjab,0.1552780770427828,0.2897711517567493,12,0.2090753069283694,318,3600.0,0,0.09658364466499277,-0.24880554597529117
Trichy,Tamil Nadu,0.2914893617021276,0.0849653460151095,1,0.2088797554273203,319,2350.0,0,0.4746031282984458,-1.1804720261157828
Golaghat,Assam,0.1356962481962481,0.3171125142765469,9,0.2082627546283676,320,3674.1555555555556,0,0.007749213221899734,-0.3685502220960138
Jorhat,Assam,0.1288840788840788,0.324918415958102,9,0.2072978137136881,321,3537.1111111111113,0,-0.02713269537730838,-0.3934526962583126
Alangudi(Uzhavar Sandhai ),Tamil Nadu,0.1676759834368529,0.2661518443026805,23,0.207066327783184,322,4500.0,2,0.2269712211418423,0.4959566526446744
Ariyalur(Uzhavar Sandhai),Tamil Nadu,0.1640931875929065,0.2714937907140654,25,0.2070534288413701,323,5608.0,2,0.2676887021689865,0.8447233159450113
Pudukottai(Uzhavar Sandhai ),Tamil Nadu,0.1681027389310702,0.2649257457452848,49,0.206831941656756,324,6602.040816326531,2,0.45476181532222676,2.2702925952661537
Chutmalpur,Uttar Pradesh,0.1580701654543749,0.2797994703962912,14,0.2067618874311415,325,1514.2857142857142,0,0.025823728648392663,-0.6112050177097303
Manachanallur,Tamil Nadu,0.2875675675675676,0.0849653460151095,1,0.2065266789465843,326,1850.0,0,0.42877471712387333,-1.2873411124564418
Polur(Uzhavar Sandhai ),Tamil Nadu,0.1784751773049645,0.2482692680498277,47,0.2063928136029098,327,4640.425531914893,2,0.4033857681807367,1.7276044371033956
Melur(Uzhavar Sandhai ),Tamil Nadu,0.1809473705307038,0.2444189406761708,36,0.2063359985888906,328,4761.111111111111,2,0.3542842469015377,1.198727639800247
Rapar,Gujarat,0.2637685039955256,0.1192287997292332,4,0.2059526222890086,329,10561.25,0,0.6900039221725618,0.8110570687876922
Musiri(Uzhavar Sandhai ),Tamil Nadu,0.1770123017751101,0.248815313674694,51,0.2057335065349436,330,4925.490196078431,2,0.4281284451583679,1.9934805107384805
Kopaganj,Uttar Pradesh,0.1393240354270589,0.3045772948188532,10,0.2054253391837766,331,1848.0,0,-0.05857233786351817,-0.724209909309372
Tiruttani,Tamil Nadu,0.2857142857142857,0.0849653460151095,1,0.2054147098346152,332,2100.0,0,0.42569480531992315,-1.2301364311860332
Rasipuram(Uzhavar Sandhai ),Tamil Nadu,0.1776542147910568,0.2466461524840299,50,0.2052509898682461,333,5956.0,2,0.46154556246834894,2.1711059547197222
Sibsagar,Assam,0.1243183109871089,0.3250495198696224,8,0.2046107945401143,334,5175.0,0,-0.001059084278938405,-0.07652832228073488
Karjat,Maharashtra,0.2422743061040933,0.1477843691241758,7,0.2044783313121263,335,3921.4285714285716,0,0.3682336367319904,-0.4920128222736348
Devakottai (Uzhavar Sandhai ),Tamil Nadu,0.1655205548847064,0.2625275021506317,37,0.2043233337910766,336,5389.189189189189,2,0.3177297718610681,1.4004615003510152
Tirupatthur(Uzhavar Sandhai ),Tamil Nadu,0.1731847022997064,0.2505764824670173,41,0.2041414143666308,337,5721.951219512195,2,0.3796332379070174,1.6699326929425042
Nakodar,Punjab,0.1605779153766769,0.2691045072101476,3,0.2039885521100652,338,1533.3333333333333,0,-0.04163115865615698,-1.161504880471806
Chengalpet(Uzhavar Sandhai ),Tamil Nadu,0.15672023195243,0.2747028957013863,17,0.2039132974520126,339,3811.764705882353,0,0.11042260246655385,0.05087296359888304
Kanjangadu,Kerala,0.1518127034648453,0.281126564560558,28,0.2035382479031304,340,8444.827586206897,2,0.3300601283832019,1.6346478171807277
Pandanadu  VFPCK,Kerala,0.123076923076923,0.3238059323589262,1,0.2033685267897242,341,6500.0,0,-0.001210231119345832,-0.13403699955011816
Nanganallur(Uzhavar Sandhai ),Tamil Nadu,0.1410142238713667,0.2958718566800994,7,0.2029572769948598,342,3885.714285714286,0,-0.0049085211731816625,-0.4241505794897377
Kanchanpur,Tripura,0.1417739848267857,0.294725651456742,9,0.2029546514787682,343,8011.111111111111,0,0.16672726681026256,0.589715948508374
Dera Baba Nanak,Punjab,0.1392156862745097,0.2985566764991119,3,0.2029520823643506,344,1466.6666666666667,0,-0.12645512866995517,-1.1599918886762017
Papanasam(Uzhavar Sandhai ),Tamil Nadu,0.1686507936507936,0.2539783772704934,21,0.2027818270986735,345,4642.857142857143,2,0.2015801863669677,0.4279435439735891
Keelpennathur(Uzhavar Sandhai ),Tamil Nadu,0.1375180375180374,0.2998720474794074,6,0.2024596415025854,346,4283.333333333333,0,-0.010609245840835802,-0.383627648421058
Cheyyar(Uzhavar Sandhai ),Tamil Nadu,0.1718660968660968,0.248290010970352,36,0.2024356625077989,347,4486.111111111111,2,0.2902098087830885,1.1461582882693702
Sangli,Maharashtra,0.2514344112974581,0.1289174603839559,9,0.2024276309320572,348,6841.666666666667,0,0.5129879796205107,0.24952832112276713
Vengeri(Kozhikode),Kerala,0.1131554288688518,0.3363008407463174,15,0.2024135936198381,349,3920.0,0,-0.061258300437521625,0.0071023585737016665
Talwandi Sabo,Punjab,0.1348544735011966,0.3032049553359029,11,0.2021946662350792,350,3336.3636363636365,0,-0.0294626221486164,-0.3395620460336011
Kumarapalayam(Uzhavar Sandhai ),Tamil Nadu,0.1703405067155066,0.2499476763304762,40,0.2021833745614945,351,4310.0,2,0.29929683999039824,1.3097674342605683
Ahirora,Uttar Pradesh,0.15937109425734,0.2661753836719868,14,0.2020928100231987,352,1514.2857142857142,0,0.00540396355547808,-0.6102536418766901
Harippad,Kerala,0.1335667600373482,0.3047280527075009,17,0.2020312771054093,353,4500.0,0,0.0434613407233787,0.2212665588339019
Tamarainagar(Uzhavar Sandhai ),Tamil Nadu,0.1639736430049979,0.2574274082891212,47,0.2013551491186472,354,5644.68085106383,2,0.3626062331490754,1.9628683311153172
NGO Colony(Uzhavar Sandhai ),Tamil Nadu,0.1641977451977947,0.2568934686831934,45,0.2012760345919542,355,5315.555555555556,2,0.33908830162521,1.789145920107081
Thirupathur,Tamil Nadu,0.1713141612894902,0.2455657848071619,48,0.2010148106965589,356,5083.333333333333,2,0.37135325171910444,1.883572010174417
Ernakulam,Kerala,0.1378944232536816,0.2951480440527927,9,0.2007958715733261,357,3850.0,0,-0.017766271831414326,-0.3281681179101191
Shahaswan,Uttar Pradesh,0.1439443891202446,0.2854698754745964,9,0.2005545836619853,358,2792.222222222222,0,-0.037747740423547275,-0.5668473870888144
Medavakkam(Uzhavar Sandhai ),Tamil Nadu,0.1504019789734075,0.2750939918079868,7,0.2002787841072392,359,3642.8571428571427,0,0.005129438969799724,-0.48380861339614645
Melapalayam(Uzhavar Sandhai ),Tamil Nadu,0.154598982169574,0.2661932326193992,51,0.1992366823495041,360,6280.392156862745,2,0.36449329049546786,2.3128801658361287
Gulavati,Uttar Pradesh,0.113516911670524,0.3267501672755185,15,0.1988102139125218,361,3073.3333333333335,0,-0.11166863391195132,-0.17921579476366806
Adilabad,Telangana,0.2535211267605634,0.1157715050588452,1,0.1984212780798761,362,7100.0,0,0.46352274927848897,-0.09591786558244596
Tsemenyu,Nagaland,0.1891832867716019,0.21211968658111,8,0.1983578466954051,363,4000.0,0,0.15336775255997956,-0.3823516757730521
Anand Bazar,Assam,0.1230907817672523,0.3112541200857538,10,0.1983561170946529,364,4176.719999999999,0,-0.06589060373346037,-0.19346955782303984
Jaleswar,Odisha,0.1185356044921261,0.317244261725688,10,0.1980190673855509,365,6630.0,0,0.009661060926481935,0.3534292665133982
Thuraiyur,Tamil Nadu,0.1619768564768564,0.2515965291940575,50,0.1978247255637369,366,4966.0,2,0.32752373320368433,1.9665130830333615
Tiruvellore,Tamil Nadu,0.2727272727272727,0.0849653460151095,1,0.1976225020424074,367,2200.0,0,0.34100682651137504,-1.1951502547057684
Bahadurganj,Bihar,0.091829573934837,0.3559912840614517,3,0.1974942579854829,368,4766.666666666667,0,-0.19987271782871863,-0.3916636250891069
Ganaur,Haryana,0.1456372458306723,0.2732007204579176,25,0.1966626356815704,369,4871.24,2,0.1174327094549425,0.6994999980773865
Mandsaur,Madhya Pradesh,0.1780254617651507,0.2243012769240645,8,0.1965357878287162,370,7242.333333333333,0,0.22737363443353872,0.34482519262383887
RSPuram(Uzhavar Sandhai ),Tamil Nadu,0.1622342897640093,0.2473084784515554,61,0.1962639652390277,371,6434.426229508197,2,0.4384409699381114,2.846002489964168
Pallapatti (Uzhavar Sandhai ),Tamil Nadu,0.1630478454007865,0.2460410033891043,30,0.1962451085961136,372,5066.666666666667,2,0.21348322509263432,0.9817613152629442
Mohanur(Uzhavar Sandhai ),Tamil Nadu,0.1523345935110641,0.2620357484889633,34,0.1962150555022238,373,4838.235294117647,2,0.1887748206320415,1.1405091918246233
